Date,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90+
2023-01-03 00:00:00,23,9,115,127,116,127,89,128,125,68
2023-01-04 00:00:00,23,15,124,165,132,117,110,135,172,105
2023-01-05 00:00:00,10,11,76,114,96,115,94,128,147,93
2023-01-06 00:00:00,8,11,75,89,90,109,65,130,108,86
2023-01-07 00:00:00,14,10,49,50,68,60,68,76,94,61
2023-01-08 00:00:00,16,4,43,56,58,53,71,100,119,64
2023-01-09 00:00:00,12,10,58,124,86,90,88,130,122,70
2023-01-10 00:00:00,13,14,52,98,87,76,81,98,120,69
2023-01-11 00:00:00,18,9,55,69,83,76,82,114,136,100
2023-01-12 00:00:00,5,6,51,61,68,80,75,109,104,73
2023-01-13 00:00:00,10,6,36,48,57,53,47,78,91,63
2023-01-14 00:00:00,15,3,33,46,40,56,53,78,86,39
2023-01-15 00:00:00,8,11,36,60,56,54,56,74,82,46
2023-01-16 00:00:00,21,7,56,72,76,90,73,92,97,73
2023-01-17 00:00:00,14,9,71,75,75,86,64,91,101,52
2023-01-18 00:00:00,11,12,44,62,64,58,67,67,112,56
2023-01-19 00:00:00,14,6,53,65,55,51,49,74,105,58
2023-01-20 00:00:00,10,5,45,50,45,35,36,84,90,53
2023-01-21 00:00:00,9,7,24,32,45,46,38,45,43,30
2023-01-22 00:00:00,19,2,19,37,47,42,29,55,55,32
2023-01-23 00:00:00,15,9,47,81,80,68,53,64,78,40
2023-01-24 00:00:00,16,8,40,90,75,69,58,66,77,33
2023-01-25 00:00:00,24,13,60,95,84,49,49,51,48,37
2023-01-26 00:00:00,20,6,30,62,67,55,46,47,48,38
2023-01-27 00:00:00,14,6,42,65,59,52,37,55,64,22
2023-01-28 00:00:00,15,8,20,40,50,34,34,45,45,25
2023-01-29 00:00:00,16,5,38,50,47,37,31,35,53,26
2023-01-30 00:00:00,23,10,45,80,102,66,53,56,69,30
2023-01-31 00:00:00,23,14,58,89,104,67,48,74,78,29
2023-02-01 00:00:00,18,7,55,89,88,78,42,68,51,46
2023-02-02 00:00:00,11,17,50,87,83,57,53,65,66,44
2023-02-03 00:00:00,17,8,25,56,82,43,32,57,61,27
2023-02-04 00:00:00,15,10,23,37,44,26,24,54,37,26
2023-02-05 00:00:00,9,11,37,48,54,49,30,59,69,22
2023-02-06 00:00:00,15,9,63,87,86,71,69,71,72,46
2023-02-07 00:00:00,12,11,65,97,81,73,66,83,78,49
2023-02-08 00:00:00,14,7,52,92,98,81,51,78,76,40
2023-02-09 00:00:00,13,10,54,74,75,71,52,50,80,56
2023-02-10 00:00:00,11,9,43,61,65,57,65,64,87,44
2023-02-11 00:00:00,12,9,33,47,49,41,43,56,69,42
2023-02-12 00:00:00,12,6,29,46,44,34,36,58,71,43
2023-02-13 00:00:00,11,15,65,86,103,66,58,58,78,49
2023-02-14 00:00:00,19,18,62,68,74,82,66,74,78,44
2023-02-15 00:00:00,13,14,53,74,77,72,58,68,79,46
2023-02-16 00:00:00,8,13,50,67,74,54,50,58,71,37
2023-02-17 00:00:00,11,7,39,42,75,53,35,45,69,40
2023-02-18 00:00:00,14,11,35,35,54,33,43,50,73,49
2023-02-19 00:00:00,6,5,22,45,44,45,24,56,88,28
2023-02-20 00:00:00,13,6,54,73,79,78,80,80,88,63
2023-02-21 00:00:00,5,9,57,68,87,68,66,87,94,33
2023-02-22 00:00:00,7,8,46,81,77,60,40,70,64,33
2023-02-23 00:00:00,10,6,39,54,73,52,58,69,77,47
2023-02-24 00:00:00,10,7,46,59,49,53,41,63,85,44
2023-02-25 00:00:00,9,2,30,39,38,45,30,41,63,31
2023-02-26 00:00:00,6,3,28,43,42,43,41,62,69,32
2023-02-27 00:00:00,7,11,37,58,77,76,43,81,89,39
2023-02-28 00:00:00,12,7,57,81,77,65,79,93,112,37
2023-03-01 00:00:00,13,11,47,71,72,67,75,63,88,40
2023-03-02 00:00:00,5,2,54,64,44,59,53,76,66,32
2023-03-03 00:00:00,6,5,51,52,48,54,37,65,71,39
2023-03-04 00:00:00,5,4,25,36,35,31,32,37,59,30
2023-03-05 00:00:00,5,6,32,42,32,50,46,40,57,18
2023-03-06 00:00:00,5,5,56,73,81,64,56,78,84,43
2023-03-07 00:00:00,13,5,53,81,68,59,60,70,64,45
2023-03-08 00:00:00,14,6,49,65,52,47,51,57,75,34
2023-03-09 00:00:00,10,3,46,57,53,51,51,56,57,40
2023-03-10 00:00:00,9,4,27,48,48,58,40,62,64,30
2023-03-11 00:00:00,4,8,14,23,35,29,43,29,63,24
2023-03-12 00:00:00,4,3,21,34,30,44,30,43,42,33
2023-03-13 00:00:00,13,3,44,60,67,68,56,62,62,47
2023-03-14 00:00:00,18,3,37,63,51,62,56,71,75,34
2023-03-15 00:00:00,10,6,38,51,62,53,55,52,65,33
2023-03-16 00:00:00,11,5,36,45,57,49,41,55,62,38
2023-03-17 00:00:00,7,7,26,41,49,55,51,67,66,39
2023-03-18 00:00:00,6,3,25,34,32,28,38,55,41,23
2023-03-19 00:00:00,8,3,27,39,25,35,28,41,56,15
2023-03-20 00:00:00,6,9,40,53,70,54,48,80,59,31
2023-03-21 00:00:00,13,9,33,55,64,63,45,70,56,29
2023-03-22 00:00:00,8,6,44,62,70,50,45,64,50,20
2023-03-23 00:00:00,5,1,34,58,48,49,40,50,52,27
2023-03-24 00:00:00,5,4,32,40,44,47,36,48,67,29
2023-03-25 00:00:00,8,3,24,38,37,38,21,43,55,19
2023-03-26 00:00:00,5,1,19,34,34,34,30,37,41,13
2023-03-27 00:00:00,8,6,39,62,61,51,50,63,67,30
2023-03-28 00:00:00,9,4,50,55,59,53,55,56,49,22
2023-03-29 00:00:00,11,6,46,61,64,54,46,71,57,25
2023-03-30 00:00:00,10,6,43,48,58,33,34,53,54,29
2023-03-31 00:00:00,5,5,35,39,47,33,29,53,53,41
2023-04-01 00:00:00,7,5,21,30,39,31,20,45,55,27
2023-04-02 00:00:00,14,1,29,28,38,32,28,39,51,16
2023-04-03 00:00:00,10,4,35,63,51,64,62,57,58,21
2023-04-04 00:00:00,14,6,50,67,59,60,45,57,56,28
2023-04-05 00:00:00,12,4,33,47,55,55,41,52,67,19
2023-04-06 00:00:00,10,2,42,57,59,41,36,69,52,39
2023-04-07 00:00:00,7,5,38,29,39,37,31,63,59,27
2023-04-08 00:00:00,4,2,16,37,38,24,27,50,37,21
2023-04-09 00:00:00,7,5,21,22,31,26,29,44,54,9
2023-04-10 00:00:00,12,4,37,45,41,47,31,58,53,15
2023-04-11 00:00:00,11,9,50,67,80,59,55,75,50,18
2023-04-12 00:00:00,13,5,47,65,75,46,58,69,87,40
2023-04-13 00:00:00,9,6,42,75,63,57,55,57,88,22
2023-04-14 00:00:00,12,3,39,51,40,38,46,84,64,35
2023-04-15 00:00:00,2,5,16,30,24,22,33,38,41,23
2023-04-16 00:00:00,9,7,29,29,39,26,21,55,51,28
2023-04-17 00:00:00,7,4,42,69,39,60,57,77,72,27
2023-04-18 00:00:00,13,6,34,47,44,48,44,72,71,49
2023-04-19 00:00:00,7,4,29,45,38,42,43,59,68,21
2023-04-20 00:00:00,9,5,25,45,39,42,37,48,49,21
2023-04-21 00:00:00,11,2,25,40,44,38,27,48,74,39
2023-04-22 00:00:00,8,2,22,23,38,36,43,31,43,26
2023-04-23 00:00:00,1,3,19,18,12,34,22,42,37,36
2023-04-24 00:00:00,12,5,40,72,57,49,51,69,66,28
2023-04-25 00:00:00,4,5,28,52,53,38,43,61,51,19
2023-04-26 00:00:00,6,3,23,27,50,34,56,47,63,20
2023-04-27 00:00:00,5,1,22,47,31,41,32,53,54,24
2023-04-28 00:00:00,7,0,15,35,27,27,28,54,52,29
2023-04-29 00:00:00,11,0,14,26,27,28,25,33,43,26
2023-04-30 00:00:00,3,0,11,28,18,28,28,34,40,16
2023-05-01 00:00:00,6,4,27,65,59,50,42,69,61,27
2023-05-02 00:00:00,10,4,27,58,52,33,40,54,42,36
2023-05-03 00:00:00,7,4,29,38,34,31,39,33,44,24
2023-05-04 00:00:00,4,2,26,40,22,25,28,49,36,16
2023-05-05 00:00:00,5,4,19,31,34,30,24,35,39,17
2023-05-06 00:00:00,5,0,13,25,14,15,22,47,44,22
2023-05-07 00:00:00,5,1,11,18,21,15,19,24,31,21
2023-05-08 00:00:00,4,2,26,49,40,47,36,40,33,21
2023-05-09 00:00:00,3,0,16,27,30,44,21,35,52,12
2023-05-10 00:00:00,5,3,22,28,33,31,32,31,44,18
2023-05-11 00:00:00,4,6,17,37,29,32,26,42,49,22
2023-05-12 00:00:00,4,2,24,19,34,29,22,45,45,14
2023-05-13 00:00:00,3,2,11,23,15,23,22,19,28,12
2023-05-14 00:00:00,1,0,15,13,17,19,16,43,39,10
2023-05-15 00:00:00,2,5,41,28,25,33,29,41,46,33
2023-05-16 00:00:00,4,3,30,24,37,36,40,42,35,17
2023-05-17 00:00:00,6,3,11,25,33,31,31,37,50,21
2023-05-18 00:00:00,6,1,21,21,26,25,20,19,42,16
2023-05-19 00:00:00,8,1,13,15,24,25,28,46,52,24
2023-05-20 00:00:00,4,4,15,17,12,14,14,27,36,12
2023-05-21 00:00:00,4,2,2,16,19,13,21,29,31,7
2023-05-22 00:00:00,6,0,11,11,16,19,22,29,37,24
2023-05-23 00:00:00,1,0,20,27,32,44,37,41,54,23
2023-05-24 00:00:00,8,5,20,26,38,29,25,28,49,14
2023-05-25 00:00:00,6,0,13,36,31,29,22,29,28,20
2023-05-26 00:00:00,5,1,14,21,23,18,21,32,36,13
2023-05-27 00:00:00,2,2,8,11,20,15,10,28,32,10
2023-05-28 00:00:00,4,3,9,9,11,20,23,25,23,14
2023-05-29 00:00:00,3,1,15,23,31,46,29,34,42,13
2023-05-30 00:00:00,5,2,22,33,30,32,22,42,29,23
2023-05-31 00:00:00,7,2,20,15,28,25,29,35,30,18
2023-06-01 00:00:00,7,2,16,21,28,26,16,30,31,17
2023-06-02 00:00:00,2,2,16,18,20,18,25,38,36,24
2023-06-03 00:00:00,3,2,8,11,12,11,19,28,27,12
2023-06-04 00:00:00,4,2,7,10,9,11,18,17,25,8
2023-06-05 00:00:00,2,2,24,14,33,20,13,31,22,13
2023-06-06 00:00:00,3,1,21,27,23,18,26,25,27,10
2023-06-07 00:00:00,3,0,15,18,9,23,24,27,24,14
2023-06-08 00:00:00,6,4,14,11,19,21,25,18,18,9
2023-06-09 00:00:00,4,1,19,11,24,17,16,25,20,9
2023-06-10 00:00:00,3,3,9,6,11,13,11,22,21,14
2023-06-11 00:00:00,3,0,5,9,12,16,5,17,23,8
2023-06-12 00:00:00,3,1,11,14,24,19,15,38,26,16
2023-06-13 00:00:00,2,2,16,15,9,20,11,15,25,5
2023-06-14 00:00:00,3,0,10,15,12,17,20,23,21,5
2023-06-15 00:00:00,4,4,8,14,14,6,12,31,28,9
2023-06-16 00:00:00,3,0,8,16,10,8,12,14,11,6
2023-06-17 00:00:00,3,1,11,10,8,8,8,10,19,5
2023-06-18 00:00:00,2,3,4,8,6,3,11,7,18,4
2023-06-19 00:00:00,3,1,18,11,13,14,12,15,14,8
2023-06-20 00:00:00,1,1,10,10,12,13,16,22,15,8
2023-06-21 00:00:00,1,2,15,22,18,12,9,16,21,8
2023-06-22 00:00:00,2,1,10,15,9,15,9,11,18,7
2023-06-23 00:00:00,1,0,6,7,10,9,6,14,17,9
2023-06-24 00:00:00,0,1,3,5,7,3,8,15,14,10
2023-06-25 00:00:00,5,3,7,3,12,4,7,10,16,7
2023-06-26 00:00:00,5,0,13,17,10,14,12,20,23,14
2023-06-27 00:00:00,2,2,8,15,16,14,11,18,14,13
2023-06-28 00:00:00,0,1,12,10,4,15,12,16,22,9
2023-06-29 00:00:00,1,0,10,13,4,10,5,9,21,11
2023-06-30 00:00:00,1,2,9,12,6,8,6,9,14,18
2023-07-01 00:00:00,3,1,3,10,8,8,4,12,18,9
2023-07-02 00:00:00,1,1,8,8,7,9,16,11,6,5
2023-07-03 00:00:00,0,0,8,11,21,20,10,10,20,11
2023-07-04 00:00:00,0,2,14,15,9,11,9,13,20,9
2023-07-05 00:00:00,1,1,10,13,14,8,9,12,28,11
2023-07-06 00:00:00,0,0,11,8,11,8,15,20,15,3
2023-07-07 00:00:00,1,0,8,7,16,10,8,13,16,7
2023-07-08 00:00:00,1,1,6,4,5,5,7,17,19,6
2023-07-09 00:00:00,1,3,6,4,7,6,8,7,8,11
2023-07-10 00:00:00,3,0,11,13,19,6,10,12,15,8
2023-07-11 00:00:00,5,2,9,10,13,17,12,17,17,3
2023-07-12 00:00:00,1,4,9,9,16,7,10,13,21,9
2023-07-13 00:00:00,4,0,7,15,15,6,9,17,20,12
2023-07-14 00:00:00,1,0,12,7,16,7,11,14,33,14
2023-07-15 00:00:00,3,3,7,2,2,7,2,9,12,11
2023-07-16 00:00:00,5,2,8,6,7,2,5,7,12,4
2023-07-17 00:00:00,4,1,17,15,13,13,11,17,18,10
2023-07-18 00:00:00,0,3,18,13,12,11,6,15,15,5
2023-07-19 00:00:00,3,4,18,14,8,5,9,10,18,5
2023-07-20 00:00:00,2,0,18,16,13,12,9,13,10,4
2023-07-21 00:00:00,5,2,21,14,10,15,7,18,13,10
2023-07-22 00:00:00,1,0,10,11,11,6,10,13,12,8
2023-07-23 00:00:00,3,2,9,6,10,2,3,9,4,5
2023-07-24 00:00:00,2,3,19,15,19,16,6,11,10,5
2023-07-25 00:00:00,5,3,11,21,26,20,11,11,9,9
2023-07-26 00:00:00,1,4,27,19,11,13,9,19,21,11
2023-07-27 00:00:00,1,0,14,23,16,17,9,16,13,9
2023-07-28 00:00:00,3,3,10,10,6,13,13,18,16,7
2023-07-29 00:00:00,2,2,4,3,10,13,8,15,15,7
2023-07-30 00:00:00,2,0,10,9,10,3,7,18,19,10
2023-07-31 00:00:00,0,0,17,28,11,4,17,18,21,12
2023-08-01 00:00:00,4,1,16,27,23,25,15,18,15,3
2023-08-02 00:00:00,8,1,18,20,9,13,20,27,17,9
2023-08-03 00:00:00,1,0,16,19,18,17,12,22,18,16
2023-08-04 00:00:00,1,1,26,23,15,14,14,25,31,8
2023-08-05 00:00:00,5,2,8,11,18,13,11,15,34,17
2023-08-06 00:00:00,2,1,10,15,14,12,12,14,19,11
2023-08-07 00:00:00,2,2,28,25,39,21,21,37,33,13
2023-08-08 00:00:00,2,2,22,37,37,25,17,18,34,23
2023-08-09 00:00:00,7,1,21,28,30,26,19,38,45,16
2023-08-10 00:00:00,3,2,31,23,24,14,23,31,29,14
2023-08-11 00:00:00,3,3,25,38,22,22,19,26,38,13
2023-08-12 00:00:00,3,7,16,19,19,18,20,31,28,18
2023-08-13 00:00:00,0,1,13,9,18,20,22,23,35,14
2023-08-14 00:00:00,5,3,31,42,43,29,25,40,34,18
2023-08-15 00:00:00,1,4,29,29,30,42,20,38,42,11
2023-08-16 00:00:00,4,4,36,40,30,36,25,42,37,18
2023-08-17 00:00:00,11,4,31,27,36,26,29,45,50,27
2023-08-18 00:00:00,5,1,22,37,36,23,29,35,50,16
2023-08-19 00:00:00,5,4,21,18,21,21,23,27,25,20
2023-08-20 00:00:00,7,5,10,16,32,22,23,26,24,18
2023-08-21 00:00:00,4,5,45,56,54,36,25,37,36,15
2023-08-22 00:00:00,9,6,36,50,58,33,25,39,51,13
2023-08-23 00:00:00,8,2,34,45,45,37,26,38,37,18
2023-08-24 00:00:00,5,2,41,32,38,44,34,55,48,23
2023-08-25 00:00:00,4,5,34,42,34,31,28,45,48,24
2023-08-26 00:00:00,10,3,14,28,25,29,34,33,36,20
2023-08-27 00:00:00,3,0,33,30,22,35,19,30,43,24
2023-08-28 00:00:00,6,4,43,69,58,45,38,46,51,23
2023-08-29 00:00:00,6,8,62,50,73,49,39,45,72,26
2023-08-30 00:00:00,11,4,41,38,52,45,31,51,46,24
2023-08-31 00:00:00,9,7,47,58,60,53,29,47,42,35
2023-09-01 00:00:00,6,7,59,51,50,45,34,38,55,32
2023-09-02 00:00:00,6,3,24,25,25,32,41,37,53,34
2023-09-03 00:00:00,9,4,12,37,32,31,32,48,62,33
2023-09-04 00:00:00,8,5,29,34,53,40,25,45,55,32
2023-09-05 00:00:00,5,7,57,77,76,75,46,68,72,32
2023-09-06 00:00:00,10,6,59,85,85,60,35,65,78,34
2023-09-07 00:00:00,7,6,56,62,74,46,47,60,68,35
2023-09-08 00:00:00,10,5,45,59,60,52,38,48,61,35
2023-09-09 00:00:00,8,5,34,60,38,41,33,47,50,30
2023-09-10 00:00:00,14,8,29,28,48,45,32,49,69,28
2023-09-11 00:00:00,14,5,57,93,98,77,49,64,65,35
2023-09-12 00:00:00,13,7,66,79,87,60,55,73,60,39
2023-09-13 00:00:00,12,10,64,108,71,80,47,68,83,32
2023-09-14 00:00:00,8,8,60,71,79,63,43,79,69,29
2023-09-15 00:00:00,12,4,68,72,80,59,48,47,52,31
2023-09-16 00:00:00,10,5,39,44,54,43,36,63,59,23
2023-09-17 00:00:00,11,7,37,40,60,45,36,46,72,25
2023-09-18 00:00:00,13,10,88,138,153,88,53,80,78,38
2023-09-19 00:00:00,7,6,93,116,147,85,71,97,73,50
2023-09-20 00:00:00,17,8,76,98,81,77,59,87,80,50
2023-09-21 00:00:00,9,5,68,87,113,94,80,79,99,33
2023-09-22 00:00:00,9,3,77,95,100,85,60,74,101,45
2023-09-23 00:00:00,8,5,43,46,55,57,43,90,70,39
2023-09-24 00:00:00,12,1,48,57,65,46,45,81,86,26
2023-09-25 00:00:00,14,10,90,129,163,128,84,89,104,52
2023-09-26 00:00:00,8,7,82,132,156,124,77,100,101,48
2023-09-27 00:00:00,11,3,75,125,134,89,80,92,97,49
2023-09-28 00:00:00,14,7,69,89,95,96,70,125,116,47
2023-09-29 00:00:00,7,8,69,92,116,93,73,101,132,61
2023-09-30 00:00:00,12,8,36,50,44,74,52,83,110,54
2023-10-01 00:00:00,15,7,32,67,66,62,64,88,127,60
2023-10-02 00:00:00,16,9,100,136,153,147,124,141,177,66
2023-10-03 00:00:00,18,11,90,115,142,122,100,108,136,65
2023-10-04 00:00:00,13,4,80,103,104,119,86,118,137,59
2023-10-05 00:00:00,15,6,64,82,103,87,93,115,121,57
2023-10-06 00:00:00,12,2,56,58,87,74,79,112,100,50
2023-10-07 00:00:00,11,4,31,43,51,40,46,82,80,51
2023-10-08 00:00:00,14,0,32,38,53,36,37,72,91,30
2023-10-09 00:00:00,8,3,23,47,59,62,60,86,87,35
2023-10-10 00:00:00,11,7,61,97,103,95,88,118,89,38
2023-10-11 00:00:00,7,3,58,98,84,64,84,92,102,32
2023-10-12 00:00:00,15,1,36,79,88,72,54,66,65,34
2023-10-13 00:00:00,10,3,40,70,76,47,56,63,62,40
2023-10-14 00:00:00,10,5,21,47,33,29,45,68,54,26
2023-10-15 00:00:00,12,6,31,44,34,40,32,75,73,24
2023-10-16 00:00:00,9,3,53,95,81,88,64,62,98,38
2023-10-17 00:00:00,10,1,49,86,84,71,73,80,75,36
2023-10-18 00:00:00,14,8,49,72,79,69,51,85,100,51
2023-10-19 00:00:00,11,2,47,65,74,61,62,90,102,40
2023-10-20 00:00:00,13,3,54,63,61,59,63,79,115,55
2023-10-21 00:00:00,8,2,21,29,25,43,44,68,55,34
2023-10-22 00:00:00,6,2,33,39,34,52,42,62,85,34
2023-10-23 00:00:00,11,6,40,63,94,83,77,91,88,39
2023-10-24 00:00:00,12,3,48,72,83,69,54,87,86,36
2023-10-25 00:00:00,14,4,54,56,73,72,61,69,81,39
2023-10-26 00:00:00,9,4,50,68,77,69,60,82,88,38
2023-10-27 00:00:00,12,2,34,41,63,68,61,88,93,48
2023-10-28 00:00:00,9,3,21,27,45,41,34,60,86,31
2023-10-29 00:00:00,7,4,12,43,42,49,33,52,64,32
2023-10-30 00:00:00,9,0,59,93,92,65,61,70,88,41
2023-10-31 00:00:00,11,3,61,57,83,53,64,68,86,32
2023-11-01 00:00:00,13,6,61,76,74,74,44,73,85,48
2023-11-02 00:00:00,10,5,57,71,63,62,49,68,91,29
2023-11-03 00:00:00,10,4,54,60,48,76,47,75,82,31
2023-11-04 00:00:00,15,6,30,44,36,40,34,65,61,33
2023-11-05 00:00:00,15,3,36,50,55,44,37,77,76,28
2023-11-06 00:00:00,9,6,47,67,102,72,46,58,70,51
2023-11-07 00:00:00,14,5,66,106,119,88,68,80,95,51
2023-11-08 00:00:00,14,6,60,84,83,62,58,75,65,33
2023-11-09 00:00:00,13,6,50,75,84,55,54,63,71,35
2023-11-10 00:00:00,13,7,39,66,91,70,65,83,72,42
2023-11-11 00:00:00,16,4,31,38,50,39,43,81,58,38
2023-11-12 00:00:00,14,5,33,46,62,55,39,71,76,35
2023-11-13 00:00:00,15,5,61,127,92,117,69,77,89,34
2023-11-14 00:00:00,21,10,69,99,111,77,59,90,96,42
2023-11-15 00:00:00,16,6,68,102,111,97,81,75,93,42
2023-11-16 00:00:00,25,10,47,88,105,89,80,79,97,39
2023-11-17 00:00:00,14,4,57,66,80,88,54,95,80,34
2023-11-18 00:00:00,18,5,44,54,57,45,51,64,72,31
2023-11-19 00:00:00,19,2,33,56,68,38,48,84,90,34
2023-11-20 00:00:00,20,6,67,125,144,113,87,80,86,31
2023-11-21 00:00:00,21,9,78,84,99,100,69,89,77,47
2023-11-22 00:00:00,26,10,87,97,101,113,81,78,95,50
2023-11-23 00:00:00,26,3,60,97,106,84,71,70,83,33
2023-11-24 00:00:00,21,10,50,99,105,98,68,65,95,59
2023-11-25 00:00:00,24,3,44,62,71,74,52,71,78,44
2023-11-26 00:00:00,18,5,45,68,70,60,49,76,90,36
2023-11-27 00:00:00,16,5,101,132,153,125,81,92,108,38
2023-11-28 00:00:00,19,10,82,116,129,122,65,92,95,59
2023-11-29 00:00:00,21,8,98,137,170,110,99,102,137,55
2023-11-30 00:00:00,21,11,71,106,110,106,64,94,85,36
2023-12-01 00:00:00,19,4,85,86,128,122,95,67,85,60
2023-12-02 00:00:00,22,4,51,55,76,62,52,82,74,43
2023-12-03 00:00:00,26,2,57,79,87,72,71,73,83,40
2023-12-04 00:00:00,29,8,127,138,150,132,89,91,98,37
2023-12-05 00:00:00,34,14,112,166,173,148,98,90,97,43
2023-12-06 00:00:00,29,9,113,165,169,132,88,83,82,39
2023-12-07 00:00:00,21,13,90,120,155,141,92,86,95,30
2023-12-08 00:00:00,34,8,77,102,120,111,64,84,76,33
2023-12-09 00:00:00,22,4,53,63,71,64,51,71,61,34
2023-12-10 00:00:00,32,6,51,65,95,70,56,66,94,38
2023-12-11 00:00:00,24,7,88,148,150,120,85,98,72,36
2023-12-12 00:00:00,29,7,125,214,236,178,117,117,119,55
2023-12-13 00:00:00,33,9,136,191,173,130,80,98,97,50
2023-12-14 00:00:00,40,12,130,152,188,140,97,96,103,63
2023-12-15 00:00:00,43,8,104,143,177,138,97,89,107,46
2023-12-16 00:00:00,31,12,61,101,93,76,59,87,120,54
2023-12-17 00:00:00,27,8,44,74,120,75,64,79,98,57
2023-12-18 00:00:00,21,8,111,154,180,166,106,118,117,52
2023-12-19 00:00:00,25,8,110,172,153,161,105,121,153,60
2023-12-20 00:00:00,37,11,103,136,142,127,108,101,107,43
2023-12-21 00:00:00,31,5,91,135,126,115,95,120,115,51
2023-12-22 00:00:00,17,9,59,91,95,86,73,106,101,39
2023-12-23 00:00:00,26,5,42,71,67,65,46,73,86,57
2023-12-24 00:00:00,31,3,48,49,64,48,50,70,73,32
2023-12-25 00:00:00,23,2,27,28,32,38,62,67,84,36
2023-12-26 00:00:00,18,5,66,74,83,91,67,81,89,42
2023-12-27 00:00:00,33,15,119,153,150,156,86,106,96,63
2023-12-28 00:00:00,47,8,115,119,156,102,88,121,144,72
2023-12-29 00:00:00,51,16,83,110,87,96,73,103,116,67
2023-12-30 00:00:00,33,7,52,71,78,69,60,86,112,58
2023-12-31 00:00:00,28,8,36,52,42,56,43,73,84,39
2024-01-01 00:00:00,19,0,22,38,40,46,42,78,80,33
2024-01-02 00:00:00,41,16,64,88,73,88,65,94,96,53
2024-01-03 00:00:00,35,13,107,133,148,121,98,115,99,47
2024-01-04 00:00:00,30,12,96,122,112,107,80,91,102,52
2024-01-05 00:00:00,21,7,67,109,90,87,64,92,80,61
2024-01-06 00:00:00,24,8,49,41,53,49,53,71,80,36
2024-01-07 00:00:00,17,8,33,49,47,40,65,46,73,35
2024-01-08 00:00:00,27,6,56,91,102,79,74,77,78,40
2024-01-09 00:00:00,16,4,49,63,94,71,69,69,86,60
2024-01-10 00:00:00,20,2,30,51,56,46,50,62,72,35
2024-01-11 00:00:00,23,1,32,48,63,60,59,64,83,37
2024-01-12 00:00:00,24,7,27,62,54,48,49,59,77,38
2024-01-13 00:00:00,13,7,21,21,38,27,20,44,53,20
2024-01-14 00:00:00,15,3,16,25,20,18,24,50,50,33
2024-01-15 00:00:00,12,5,46,49,61,53,58,44,45,25
2024-01-16 00:00:00,13,4,35,48,50,50,28,46,42,28
2024-01-17 00:00:00,13,3,20,56,36,33,32,42,49,23
2024-01-18 00:00:00,11,10,29,53,51,48,37,47,57,27
2024-01-19 00:00:00,16,3,31,31,37,30,31,44,44,29
2024-01-20 00:00:00,17,4,12,19,19,19,26,37,30,20
2024-01-21 00:00:00,9,2,10,27,18,20,21,21,36,19
2024-01-22 00:00:00,17,1,27,51,43,36,33,36,47,29
2024-01-23 00:00:00,22,7,33,52,50,43,18,31,34,20
2024-01-24 00:00:00,16,5,19,56,48,34,29,33,35,17
2024-01-25 00:00:00,15,6,18,27,36,23,23,25,35,16
2024-01-26 00:00:00,13,3,13,33,36,24,20,24,36,19
2024-01-27 00:00:00,13,3,8,25,18,16,19,22,28,15
2024-01-28 00:00:00,12,1,10,17,15,16,18,23,23,13
2024-01-29 00:00:00,14,5,29,61,51,32,23,43,30,18
2024-01-30 00:00:00,18,4,17,33,39,31,25,26,34,10
2024-01-31 00:00:00,14,4,15,35,40,16,22,32,32,12
2024-02-01 00:00:00,12,7,21,27,40,26,25,30,25,11
2024-02-02 00:00:00,16,7,10,24,26,22,28,22,30,12
2024-02-03 00:00:00,11,2,9,15,19,12,16,29,21,16
2024-02-04 00:00:00,8,7,11,15,21,9,13,19,16,17
2024-02-05 00:00:00,10,5,12,32,44,26,31,22,28,8
2024-02-06 00:00:00,10,2,16,26,44,18,22,35,24,12
2024-02-07 00:00:00,15,6,12,24,24,20,23,23,17,13
2024-02-08 00:00:00,8,2,15,26,25,31,22,23,20,14
2024-02-09 00:00:00,9,6,18,25,19,26,18,21,25,12
2024-02-10 00:00:00,7,2,11,8,13,8,17,20,16,11
2024-02-11 00:00:00,6,3,13,10,19,15,15,12,36,11
2024-02-12 00:00:00,8,2,22,46,43,28,22,24,24,12
2024-02-13 00:00:00,6,1,19,31,26,21,21,25,28,11
2024-02-14 00:00:00,4,1,12,24,15,26,14,24,29,13
2024-02-15 00:00:00,17,4,12,25,26,23,14,15,22,10
2024-02-16 00:00:00,10,0,12,18,20,22,23,22,12,15
2024-02-17 00:00:00,7,2,5,7,15,11,11,18,24,6
2024-02-18 00:00:00,7,4,5,4,13,8,11,15,14,11
2024-02-19 00:00:00,5,3,13,25,20,29,11,23,25,20
2024-02-20 00:00:00,4,1,8,21,12,12,20,17,32,12
