Date,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90+
2021-11-10 00:00:00,173,131,86,101,70,48,41,14,9,3
2021-11-11 00:00:00,164,116,70,108,110,52,48,21,7,3
2021-11-12 00:00:00,173,144,73,91,101,65,36,24,6,2
2021-11-13 00:00:00,133,90,53,64,75,47,22,14,11,2
2021-11-14 00:00:00,155,86,45,98,73,38,27,14,5,1
2021-11-15 00:00:00,162,103,53,76,97,49,29,16,8,0
2021-11-16 00:00:00,193,132,76,93,86,59,38,20,10,0
2021-11-17 00:00:00,185,151,88,135,115,53,42,13,11,0
2021-11-18 00:00:00,157,119,77,100,112,70,49,22,11,2
2021-11-19 00:00:00,200,129,75,100,105,71,43,23,19,1
2021-11-20 00:00:00,182,127,65,90,94,67,60,28,8,2
2021-11-21 00:00:00,182,115,38,93,110,63,42,9,7,3
2021-11-22 00:00:00,213,121,69,115,107,60,28,20,6,0
2021-11-23 00:00:00,219,175,92,131,125,73,33,27,9,1
2021-11-24 00:00:00,240,182,79,122,172,101,55,23,14,0
2021-11-25 00:00:00,337,221,93,178,164,71,50,36,19,3
2021-11-26 00:00:00,247,189,80,146,146,85,59,33,20,3
2021-11-27 00:00:00,206,128,66,116,127,73,58,25,15,3
2021-11-28 00:00:00,171,126,66,126,109,51,34,25,10,1
2021-11-29 00:00:00,227,150,51,143,165,89,58,31,5,2
2021-11-30 00:00:00,299,178,101,170,147,95,65,40,16,1
2021-12-01 00:00:00,366,224,109,199,162,101,66,48,13,2
2021-12-02 00:00:00,346,258,134,237,213,127,89,47,10,2
2021-12-03 00:00:00,349,225,136,220,188,124,96,37,15,2
2021-12-04 00:00:00,324,201,112,191,181,109,73,49,17,1
2021-12-05 00:00:00,271,199,87,153,207,107,85,31,11,1
2021-12-06 00:00:00,318,210,130,189,183,115,79,49,16,3
2021-12-07 00:00:00,378,270,139,236,235,137,91,50,15,5
2021-12-08 00:00:00,435,321,209,305,307,172,139,68,26,4
2021-12-09 00:00:00,459,345,194,320,297,162,112,58,28,5
2021-12-10 00:00:00,477,368,181,306,306,173,121,63,26,7
2021-12-11 00:00:00,408,329,145,258,247,145,106,51,18,8
2021-12-12 00:00:00,364,307,146,267,241,144,111,44,16,2
2021-12-13 00:00:00,426,328,269,376,347,188,133,63,27,7
2021-12-14 00:00:00,467,409,351,465,472,237,159,83,26,3
2021-12-15 00:00:00,528,474,550,618,577,300,184,92,32,4
2021-12-16 00:00:00,559,544,720,789,633,420,223,107,33,8
2021-12-17 00:00:00,637,622,649,805,710,443,260,133,51,14
2021-12-18 00:00:00,604,669,824,913,768,418,295,140,56,16
2021-12-19 00:00:00,564,622,857,818,692,446,222,137,38,8
2021-12-20 00:00:00,678,960,1397,1270,1005,665,368,162,61,16
2021-12-21 00:00:00,767,1088,1980,1633,1299,778,463,174,73,26
2021-12-22 00:00:00,932,1474,3152,2257,1656,1029,561,236,76,26
2021-12-23 00:00:00,826,1548,3523,2195,1680,1047,548,245,124,54
2021-12-24 00:00:00,768,1590,3384,2216,1653,1075,578,200,124,54
2021-12-25 00:00:00,694,1445,2939,2031,1539,1091,541,176,88,38
2021-12-26 00:00:00,673,1399,2697,1947,1688,1138,558,252,107,45
2021-12-27 00:00:00,846,1728,3278,2454,2195,1603,793,302,161,86
2021-12-28 00:00:00,937,1868,3569,2841,2566,1936,1022,407,214,109
2021-12-29 00:00:00,1262,2303,4145,3226,3249,2440,1253,502,283,111
2021-12-30 00:00:00,1162,2200,4050,3281,3157,2535,1373,497,294,133
2021-12-31 00:00:00,1114,1981,3495,2974,2869,2325,1245,532,323,132
2022-01-01 00:00:00,980,1704,2884,2483,2438,2154,1117,514,350,172
2022-01-02 00:00:00,887,1561,2713,2450,2350,2016,1159,478,355,159
2022-01-03 00:00:00,902,1407,2797,2432,2446,2060,1077,433,326,150
2022-01-04 00:00:00,1021,1857,3594,3036,3025,2546,1306,581,465,227
2022-01-05 00:00:00,1078,1829,3626,3040,2943,2568,1307,638,548,339
2022-01-06 00:00:00,859,1591,3419,2925,2732,2260,1201,635,504,278
2022-01-07 00:00:00,714,1335,2704,2242,2310,1986,1033,595,555,321
2022-01-08 00:00:00,419,791,1787,1515,1538,1303,719,411,500,302
2022-01-09 00:00:00,403,599,1587,1405,1407,1143,624,361,437,257
2022-01-10 00:00:00,316,544,1341,1309,1281,1017,578,372,405,255
2022-01-11 00:00:00,278,471,1205,1248,1195,1023,554,444,626,397
2022-01-12 00:00:00,250,389,1088,1160,1080,901,561,461,623,399
2022-01-13 00:00:00,254,386,1001,1090,1084,891,449,364,538,319
2022-01-14 00:00:00,208,335,995,911,904,695,411,337,421,296
2022-01-15 00:00:00,220,333,839,891,859,659,358,325,444,275
2022-01-16 00:00:00,221,256,691,766,749,529,317,236,299,192
2022-01-17 00:00:00,227,264,803,890,778,562,306,259,316,190
2022-01-18 00:00:00,259,316,836,951,873,690,378,309,359,235
2022-01-19 00:00:00,241,321,794,938,815,620,346,289,342,226
2022-01-20 00:00:00,200,260,784,835,716,565,281,276,356,245
2022-01-21 00:00:00,214,234,616,722,640,472,259,254,391,223
2022-01-22 00:00:00,227,188,458,610,515,343,241,201,281,184
2022-01-23 00:00:00,204,173,389,586,487,318,176,126,169,128
2022-01-24 00:00:00,253,205,546,776,598,425,214,143,190,113
2022-01-25 00:00:00,275,261,619,940,727,429,264,198,283,179
2022-01-26 00:00:00,270,259,505,803,646,386,206,202,227,167
2022-01-27 00:00:00,261,251,468,787,587,384,209,195,273,187
2022-01-28 00:00:00,241,251,432,737,580,351,181,127,213,141
2022-01-29 00:00:00,235,209,350,594,517,311,163,101,133,74
2022-01-30 00:00:00,260,201,311,604,472,254,115,105,126,68
2022-01-31 00:00:00,273,222,381,835,593,313,185,112,134,107
2022-02-01 00:00:00,340,283,459,904,731,412,181,159,217,123
2022-02-02 00:00:00,305,296,437,844,693,363,178,144,167,103
2022-02-03 00:00:00,230,247,356,676,636,308,111,103,151,93
2022-02-04 00:00:00,229,224,358,685,595,289,154,114,148,83
2022-02-05 00:00:00,171,200,264,527,420,248,118,82,143,67
2022-02-06 00:00:00,180,184,232,498,430,208,107,93,113,66
2022-02-07 00:00:00,253,258,340,674,621,329,145,102,143,69
2022-02-08 00:00:00,258,242,377,687,592,321,175,120,185,107
2022-02-09 00:00:00,192,200,353,604,548,284,130,127,143,88
2022-02-10 00:00:00,170,195,276,554,488,275,146,98,147,74
2022-02-11 00:00:00,148,166,255,463,451,247,110,93,130,66
2022-02-12 00:00:00,123,134,201,310,346,151,83,85,89,44
2022-02-13 00:00:00,117,132,198,382,309,173,81,64,61,57
2022-02-14 00:00:00,136,166,260,434,412,208,102,71,84,61
2022-02-15 00:00:00,144,150,238,479,413,193,112,91,97,65
2022-02-16 00:00:00,145,154,243,446,375,185,104,83,101,58
2022-02-17 00:00:00,124,129,243,398,310,190,95,80,77,64
2022-02-18 00:00:00,93,105,183,303,303,169,75,74,106,66
2022-02-19 00:00:00,74,92,142,220,225,130,75,66,94,52
2022-02-20 00:00:00,76,82,166,215,246,156,69,56,69,45
2022-02-21 00:00:00,84,133,234,327,353,209,80,83,69,47
2022-02-22 00:00:00,92,146,206,331,285,191,98,95,119,71
2022-02-23 00:00:00,71,113,205,329,288,146,84,81,88,49
2022-02-24 00:00:00,56,90,185,285,255,133,84,80,93,54
2022-02-25 00:00:00,43,83,140,187,203,134,69,58,74,53
2022-02-26 00:00:00,68,79,124,195,190,120,49,44,52,30
2022-02-27 00:00:00,40,55,147,177,179,97,70,54,51,40
2022-02-28 00:00:00,65,84,185,240,256,161,91,66,83,57
2022-03-01 00:00:00,81,73,194,205,214,127,84,83,80,58
2022-03-02 00:00:00,33,90,196,216,221,124,76,75,69,42
2022-03-03 00:00:00,52,94,186,246,229,120,91,72,76,52
2022-03-04 00:00:00,56,77,145,184,180,128,71,63,103,39
2022-03-05 00:00:00,38,55,109,154,152,112,58,41,54,34
2022-03-06 00:00:00,45,50,98,156,155,119,56,45,39,21
2022-03-07 00:00:00,63,79,210,249,262,165,74,52,92,46
2022-03-08 00:00:00,61,102,240,215,274,166,92,63,73,40
2022-03-09 00:00:00,45,79,220,230,219,116,90,66,103,63
2022-03-10 00:00:00,44,70,185,207,201,145,61,76,73,46
2022-03-11 00:00:00,42,86,153,175,163,139,74,84,49,34
2022-03-12 00:00:00,49,44,116,104,142,101,59,58,47,25
2022-03-13 00:00:00,39,25,100,145,146,87,50,50,48,29
2022-03-14 00:00:00,31,82,228,227,271,149,77,88,93,56
2022-03-15 00:00:00,49,81,273,252,242,200,94,76,105,54
2022-03-16 00:00:00,46,93,306,255,242,201,105,102,112,42
2022-03-17 00:00:00,48,75,248,236,241,163,100,86,103,49
2022-03-18 00:00:00,45,76,201,225,200,151,66,87,101,57
2022-03-19 00:00:00,32,63,189,175,147,117,79,61,61,22
2022-03-20 00:00:00,28,61,223,198,208,143,54,63,74,34
2022-03-21 00:00:00,46,124,393,304,315,214,96,96,76,43
2022-03-22 00:00:00,52,154,549,441,371,280,112,132,125,60
2022-03-23 00:00:00,58,133,621,456,406,252,144,131,118,57
2022-03-24 00:00:00,46,113,528,419,384,273,140,121,119,56
2022-03-25 00:00:00,58,118,459,408,395,265,137,117,125,55
2022-03-26 00:00:00,50,89,319,304,295,208,110,118,101,42
2022-03-27 00:00:00,55,84,302,335,340,279,126,109,100,40
2022-03-28 00:00:00,92,141,535,579,571,414,185,150,166,63
2022-03-29 00:00:00,86,136,677,610,599,429,187,187,161,70
2022-03-30 00:00:00,77,142,697,706,726,516,223,193,179,92
2022-03-31 00:00:00,104,125,569,597,566,430,211,216,190,90
2022-04-01 00:00:00,84,131,549,510,564,424,239,213,188,102
2022-04-02 00:00:00,59,96,399,427,434,344,186,183,162,102
2022-04-03 00:00:00,78,85,386,405,472,319,173,177,141,54
2022-04-04 00:00:00,95,147,540,650,680,520,237,247,222,101
2022-04-05 00:00:00,102,132,634,750,747,549,255,247,232,121
2022-04-06 00:00:00,82,140,593,668,708,481,261,285,234,114
2022-04-07 00:00:00,108,133,588,630,657,493,248,299,290,152
2022-04-08 00:00:00,81,108,433,506,507,406,266,223,296,151
2022-04-09 00:00:00,60,77,343,432,428,382,235,244,263,158
2022-04-10 00:00:00,60,67,323,429,450,347,201,222,255,109
2022-04-11 00:00:00,84,96,398,567,558,431,254,242,209,91
2022-04-12 00:00:00,89,101,495,613,633,511,299,347,321,168
2022-04-13 00:00:00,96,118,426,575,646,483,288,337,343,157
2022-04-14 00:00:00,73,101,338,512,539,369,264,310,289,151
2022-04-15 00:00:00,63,76,311,339,392,318,217,231,268,126
2022-04-16 00:00:00,50,51,258,284,286,267,158,183,164,107
2022-04-17 00:00:00,60,47,197,246,304,240,141,165,141,91
2022-04-18 00:00:00,58,49,268,366,406,327,181,178,161,105
2022-04-19 00:00:00,75,83,390,517,531,425,225,215,211,115
2022-04-20 00:00:00,66,66,409,529,546,398,271,291,253,130
2022-04-21 00:00:00,54,43,347,415,418,377,242,214,202,104
2022-04-22 00:00:00,56,56,266,342,406,304,188,208,206,101
2022-04-23 00:00:00,42,44,154,240,220,233,146,153,128,71
2022-04-24 00:00:00,61,37,178,216,233,243,162,129,131,67
2022-04-25 00:00:00,68,43,246,326,338,327,188,181,169,100
2022-04-26 00:00:00,71,46,239,345,332,293,199,186,149,102
2022-04-27 00:00:00,46,37,217,309,303,269,176,181,173,100
2022-04-28 00:00:00,46,47,202,267,292,281,179,185,175,96
2022-04-29 00:00:00,37,42,160,224,236,206,145,153,149,92
2022-04-30 00:00:00,28,28,117,176,171,169,108,105,85,59
2022-05-01 00:00:00,32,21,108,157,136,146,94,94,88,45
2022-05-02 00:00:00,73,48,162,263,265,233,162,133,133,80
2022-05-03 00:00:00,38,44,187,279,241,233,174,161,152,86
2022-05-04 00:00:00,47,42,173,224,230,213,123,118,104,31
2022-05-05 00:00:00,40,21,147,219,191,176,104,135,137,80
2022-05-06 00:00:00,38,21,123,179,163,147,123,97,102,57
2022-05-07 00:00:00,26,22,89,112,98,87,96,82,78,46
2022-05-08 00:00:00,23,14,82,142,102,103,92,63,65,35
2022-05-09 00:00:00,28,30,105,188,155,148,112,87,72,42
2022-05-10 00:00:00,33,29,127,195,152,186,118,97,120,66
2022-05-11 00:00:00,27,23,112,181,157,149,89,93,72,38
2022-05-12 00:00:00,24,23,113,133,126,117,93,85,96,48
2022-05-13 00:00:00,27,18,106,129,124,101,79,72,79,47
2022-05-14 00:00:00,28,12,69,103,85,84,73,81,50,20
2022-05-15 00:00:00,21,5,73,82,100,82,65,52,42,17
2022-05-16 00:00:00,20,17,81,120,113,113,80,85,69,40
2022-05-17 00:00:00,22,12,107,107,107,125,90,73,52,15
2022-05-18 00:00:00,16,14,101,104,102,104,77,58,53,14
2022-05-19 00:00:00,7,14,79,97,98,84,60,62,38,19
2022-05-20 00:00:00,22,11,76,80,87,73,63,51,47,19
2022-05-21 00:00:00,11,8,49,48,61,70,42,47,37,19
2022-05-22 00:00:00,12,15,47,48,73,64,58,48,35,6
2022-05-23 00:00:00,16,16,79,90,102,102,75,52,29,15
2022-05-24 00:00:00,21,19,90,128,114,112,77,61,46,14
2022-05-25 00:00:00,16,9,96,133,129,108,67,60,49,31
2022-05-26 00:00:00,13,14,81,115,100,99,61,46,51,8
2022-05-27 00:00:00,13,14,93,98,89,76,45,52,37,16
2022-05-28 00:00:00,8,9,60,74,78,77,36,47,25,20
2022-05-29 00:00:00,13,14,60,69,68,63,57,42,23,14
2022-05-30 00:00:00,24,27,89,140,114,108,66,68,44,11
2022-05-31 00:00:00,27,35,117,122,117,115,77,48,42,18
2022-06-01 00:00:00,29,36,122,142,152,115,84,52,36,27
2022-06-02 00:00:00,13,14,90,108,114,94,62,46,47,17
2022-06-03 00:00:00,17,16,64,103,91,60,51,44,42,15
2022-06-04 00:00:00,11,21,60,77,89,78,39,33,33,9
2022-06-05 00:00:00,9,15,83,89,81,64,45,39,26,5
2022-06-06 00:00:00,27,18,110,144,167,134,62,72,42,22
2022-06-07 00:00:00,29,28,115,141,129,117,50,58,43,18
2022-06-08 00:00:00,24,24,139,162,144,125,64,75,45,12
2022-06-09 00:00:00,16,25,101,142,132,142,79,55,52,18
2022-06-10 00:00:00,19,18,91,103,122,91,52,57,58,19
2022-06-11 00:00:00,19,19,57,90,76,78,52,57,51,19
2022-06-12 00:00:00,19,17,76,71,104,87,53,46,40,20
2022-06-13 00:00:00,19,35,121,141,176,155,85,68,54,18
2022-06-14 00:00:00,30,24,136,150,123,156,81,71,46,22
2022-06-15 00:00:00,33,25,156,182,189,155,68,83,66,20
2022-06-16 00:00:00,25,10,143,128,163,150,95,92,55,38
2022-06-17 00:00:00,13,33,123,127,145,110,71,82,46,18
2022-06-18 00:00:00,14,26,92,107,124,101,65,72,42,15
2022-06-19 00:00:00,17,20,85,124,92,102,55,67,25,22
2022-06-20 00:00:00,24,17,155,184,236,177,111,80,75,30
2022-06-21 00:00:00,21,28,189,212,243,201,115,83,49,31
2022-06-22 00:00:00,33,34,210,249,246,235,125,101,81,41
2022-06-23 00:00:00,27,29,166,184,204,174,97,115,77,35
2022-06-24 00:00:00,37,32,141,149,144,152,83,95,63,27
2022-06-25 00:00:00,23,27,127,121,165,125,72,75,67,27
2022-06-26 00:00:00,30,17,145,142,151,134,92,75,51,28
2022-06-27 00:00:00,37,53,255,260,338,304,123,146,93,25
2022-06-28 00:00:00,54,51,292,315,295,265,163,176,108,52
2022-06-29 00:00:00,44,37,295,296,297,245,174,154,128,55
2022-06-30 00:00:00,33,36,270,267,299,266,143,158,120,62
2022-07-01 00:00:00,36,34,182,180,184,156,118,131,120,56
2022-07-02 00:00:00,31,29,172,159,168,192,100,123,119,52
2022-07-03 00:00:00,34,21,175,179,185,180,99,123,114,31
2022-07-04 00:00:00,50,65,306,326,371,336,226,201,140,50
2022-07-05 00:00:00,51,45,279,294,308,297,187,204,158,81
2022-07-06 00:00:00,35,53,321,305,316,321,209,205,168,88
2022-07-07 00:00:00,34,44,253,263,282,277,184,203,177,78
2022-07-08 00:00:00,32,31,206,223,237,245,165,178,147,63
2022-07-09 00:00:00,34,38,163,166,160,188,119,177,123,66
2022-07-10 00:00:00,34,42,168,191,176,170,122,173,120,48
2022-07-11 00:00:00,37,54,309,319,326,283,201,223,173,89
2022-07-12 00:00:00,41,55,369,335,312,313,216,247,223,92
2022-07-13 00:00:00,55,67,404,364,353,314,226,244,216,92
2022-07-14 00:00:00,34,48,302,297,291,275,197,218,175,77
2022-07-15 00:00:00,49,68,313,312,295,260,188,247,182,89
2022-07-16 00:00:00,53,51,259,219,211,188,141,176,173,55
2022-07-17 00:00:00,47,35,232,249,205,200,124,149,108,53
2022-07-18 00:00:00,62,72,331,350,300,338,205,198,209,80
2022-07-19 00:00:00,49,65,429,459,379,312,233,202,210,64
2022-07-20 00:00:00,48,71,311,391,324,281,207,208,173,66
2022-07-21 00:00:00,44,48,304,352,325,274,147,216,161,79
2022-07-22 00:00:00,48,36,211,258,251,225,168,182,162,64
2022-07-23 00:00:00,35,24,183,190,174,180,140,156,132,69
2022-07-24 00:00:00,48,26,198,201,173,191,125,137,120,59
2022-07-25 00:00:00,39,35,251,299,285,280,179,203,154,75
2022-07-26 00:00:00,38,42,269,301,267,254,163,227,171,70
2022-07-27 00:00:00,41,48,219,237,236,224,177,163,160,69
2022-07-28 00:00:00,42,41,205,233,214,195,162,172,128,68
2022-07-29 00:00:00,43,39,175,207,197,154,142,167,147,69
2022-07-30 00:00:00,38,28,105,144,151,136,129,116,88,46
2022-07-31 00:00:00,32,20,139,142,127,125,100,134,104,47
2022-08-01 00:00:00,44,52,161,226,227,164,157,179,106,69
2022-08-02 00:00:00,31,46,207,199,202,186,139,175,176,86
2022-08-03 00:00:00,28,42,162,230,207,195,132,159,133,53
2022-08-04 00:00:00,41,37,131,148,149,129,84,153,114,56
2022-08-05 00:00:00,31,37,139,137,139,149,99,166,124,76
2022-08-06 00:00:00,22,26,95,89,113,102,99,108,82,50
2022-08-07 00:00:00,21,39,92,116,108,101,76,115,83,36
2022-08-08 00:00:00,39,47,139,204,203,182,143,140,130,44
2022-08-09 00:00:00,33,36,156,172,201,158,113,120,100,47
2022-08-10 00:00:00,29,31,165,174,161,174,130,149,114,42
2022-08-11 00:00:00,29,32,163,187,141,154,123,143,142,79
2022-08-12 00:00:00,29,29,126,130,123,139,84,115,85,59
2022-08-13 00:00:00,32,20,85,123,107,111,75,98,81,47
2022-08-14 00:00:00,26,22,86,91,89,104,85,94,87,31
2022-08-15 00:00:00,28,30,146,217,177,146,112,161,141,66
2022-08-16 00:00:00,29,24,147,189,186,193,115,160,147,73
2022-08-17 00:00:00,35,44,121,177,180,165,114,143,109,35
2022-08-18 00:00:00,41,27,108,143,142,135,104,121,120,57
2022-08-19 00:00:00,22,21,101,116,135,123,96,100,109,41
2022-08-20 00:00:00,24,30,60,96,110,81,62,104,87,33
2022-08-21 00:00:00,22,17,57,103,103,91,62,79,65,47
2022-08-22 00:00:00,32,19,114,153,158,129,103,105,103,32
2022-08-23 00:00:00,26,23,132,157,150,157,110,130,98,42
2022-08-24 00:00:00,33,26,97,141,132,124,99,102,100,51
2022-08-25 00:00:00,19,27,82,104,117,113,87,91,95,35
2022-08-26 00:00:00,28,25,120,115,107,95,87,92,70,22
2022-08-27 00:00:00,18,23,75,79,78,88,43,77,54,36
2022-08-28 00:00:00,20,9,51,66,89,74,47,62,49,22
2022-08-29 00:00:00,19,11,96,129,123,136,82,78,94,36
2022-08-30 00:00:00,30,18,103,146,160,144,119,105,97,35
2022-08-31 00:00:00,23,21,107,132,142,110,86,92,91,40
2022-09-01 00:00:00,25,25,98,123,108,111,72,136,68,36
2022-09-02 00:00:00,19,16,76,100,84,90,74,83,76,45
2022-09-03 00:00:00,24,14,56,68,59,62,56,68,53,18
2022-09-04 00:00:00,23,15,57,52,58,66,46,49,70,18
2022-09-05 00:00:00,21,17,63,102,103,99,62,71,58,19
2022-09-06 00:00:00,35,15,117,167,158,135,103,93,65,29
2022-09-07 00:00:00,21,18,94,168,157,123,62,113,81,30
2022-09-08 00:00:00,28,26,81,170,160,116,95,79,84,31
2022-09-09 00:00:00,23,12,71,93,112,106,60,83,60,32
2022-09-10 00:00:00,20,12,62,90,85,96,52,90,51,21
2022-09-11 00:00:00,21,21,56,68,96,60,69,90,63,22
2022-09-12 00:00:00,22,24,97,181,138,125,96,117,81,38
2022-09-13 00:00:00,30,18,94,128,148,126,97,96,81,28
2022-09-14 00:00:00,15,22,79,166,127,112,84,90,56,27
2022-09-15 00:00:00,31,13,81,122,129,98,86,93,79,21
2022-09-16 00:00:00,15,12,78,88,91,87,66,87,80,27
2022-09-17 00:00:00,17,17,39,64,84,58,52,60,50,23
2022-09-18 00:00:00,25,19,50,84,93,84,68,75,70,33
2022-09-19 00:00:00,30,19,90,160,156,142,94,90,113,33
2022-09-20 00:00:00,31,17,102,137,146,114,98,120,91,57
2022-09-21 00:00:00,14,21,91,125,159,134,88,103,78,37
2022-09-22 00:00:00,15,17,97,138,129,129,95,123,90,34
2022-09-23 00:00:00,17,17,73,121,136,121,68,109,78,30
2022-09-24 00:00:00,9,17,69,83,88,91,72,102,75,30
2022-09-25 00:00:00,18,8,57,84,84,97,84,84,65,22
2022-09-26 00:00:00,31,11,94,179,146,153,123,109,88,36
2022-09-27 00:00:00,29,11,111,153,172,173,128,154,104,47
2022-09-28 00:00:00,27,13,91,172,165,167,120,119,119,38
2022-09-29 00:00:00,24,11,84,116,134,146,101,135,108,34
2022-09-30 00:00:00,16,23,110,131,132,119,108,109,95,39
2022-10-01 00:00:00,15,6,43,88,76,74,78,112,75,36
2022-10-02 00:00:00,21,11,60,102,100,105,80,126,92,26
2022-10-03 00:00:00,16,15,88,153,140,137,127,137,106,36
2022-10-04 00:00:00,22,10,84,148,192,191,119,152,127,61
2022-10-05 00:00:00,9,19,94,135,151,162,123,132,107,45
2022-10-06 00:00:00,13,10,95,130,156,168,95,151,136,77
2022-10-07 00:00:00,16,15,99,115,125,122,140,144,101,54
2022-10-08 00:00:00,14,8,51,87,81,82,76,96,81,52
2022-10-09 00:00:00,19,7,55,86,71,89,99,116,118,46
2022-10-10 00:00:00,16,13,60,105,98,138,101,104,104,41
2022-10-11 00:00:00,27,10,117,162,177,180,119,144,122,43
2022-10-12 00:00:00,23,22,116,168,178,179,151,196,141,63
2022-10-13 00:00:00,16,23,94,148,161,168,120,152,126,50
2022-10-14 00:00:00,18,16,93,132,146,162,114,146,130,59
2022-10-15 00:00:00,14,12,54,80,98,83,86,125,105,52
2022-10-16 00:00:00,23,10,62,83,72,72,98,90,93,45
2022-10-17 00:00:00,20,15,114,160,142,159,132,140,131,40
2022-10-18 00:00:00,25,17,103,144,144,173,128,155,141,51
2022-10-19 00:00:00,20,14,113,143,142,152,119,143,132,49
2022-10-20 00:00:00,18,9,80,138,110,146,121,130,104,49
2022-10-21 00:00:00,19,14,61,106,101,112,79,113,109,48
2022-10-22 00:00:00,19,4,50,81,86,75,59,88,83,46
2022-10-23 00:00:00,15,10,50,81,82,88,67,82,75,46
2022-10-24 00:00:00,24,22,79,139,187,156,111,152,132,64
2022-10-25 00:00:00,25,11,90,144,152,143,118,136,135,57
2022-10-26 00:00:00,38,15,92,131,129,141,97,133,147,66
2022-10-27 00:00:00,22,14,77,123,134,121,102,140,127,74
2022-10-28 00:00:00,20,15,70,107,119,110,81,119,126,67
2022-10-29 00:00:00,9,7,50,75,52,64,71,81,85,55
2022-10-30 00:00:00,15,11,39,66,80,85,78,68,82,34
2022-10-31 00:00:00,18,14,97,127,131,134,109,107,105,53
2022-11-01 00:00:00,19,14,100,162,164,148,104,137,130,55
2022-11-02 00:00:00,21,20,92,126,128,105,95,128,111,40
2022-11-03 00:00:00,17,17,90,124,134,121,107,119,130,74
2022-11-04 00:00:00,29,17,88,107,111,101,89,109,108,55
2022-11-05 00:00:00,12,15,49,67,79,75,69,83,104,52
2022-11-06 00:00:00,22,10,58,69,84,75,74,92,104,48
2022-11-07 00:00:00,27,9,82,128,133,118,124,134,113,58
2022-11-08 00:00:00,14,21,101,118,130,134,99,107,119,67
2022-11-09 00:00:00,22,17,81,133,134,100,119,108,107,64
2022-11-10 00:00:00,12,7,73,95,93,103,81,101,114,47
2022-11-11 00:00:00,23,10,63,98,84,88,73,85,97,51
2022-11-12 00:00:00,18,8,43,55,73,65,53,75,79,50
2022-11-13 00:00:00,24,13,35,56,58,53,65,66,95,58
2022-11-14 00:00:00,21,14,94,128,121,115,71,107,94,49
2022-11-15 00:00:00,29,23,94,132,127,149,129,133,146,69
2022-11-16 00:00:00,10,10,78,116,130,108,86,102,110,89
2022-11-17 00:00:00,18,11,81,102,116,95,71,97,134,69
2022-11-18 00:00:00,17,9,57,96,100,93,74,92,109,62
2022-11-19 00:00:00,22,11,52,61,86,90,73,80,87,48
2022-11-20 00:00:00,18,6,61,71,85,72,68,72,107,58
2022-11-21 00:00:00,23,15,100,155,144,139,98,103,128,67
2022-11-22 00:00:00,26,20,113,176,143,150,101,131,129,85
2022-11-23 00:00:00,26,18,119,145,135,175,111,108,128,64
2022-11-24 00:00:00,23,7,90,130,137,98,102,114,153,84
2022-11-25 00:00:00,14,10,100,99,121,118,82,117,127,65
2022-11-26 00:00:00,24,14,61,88,84,87,72,88,123,60
2022-11-27 00:00:00,32,9,58,91,89,98,79,94,128,72
2022-11-28 00:00:00,23,19,113,162,154,192,137,129,151,74
2022-11-29 00:00:00,26,16,127,179,180,163,131,165,191,108
2022-11-30 00:00:00,24,15,135,180,184,210,140,152,155,119
2022-12-01 00:00:00,19,13,105,135,148,157,107,106,132,63
2022-12-02 00:00:00,20,13,95,131,146,145,104,125,149,66
2022-12-03 00:00:00,20,14,79,82,86,107,111,110,121,73
2022-12-04 00:00:00,15,11,69,95,104,80,98,99,98,50
2022-12-05 00:00:00,24,15,118,175,183,176,113,138,169,84
2022-12-06 00:00:00,26,13,127,182,202,196,148,168,188,98
2022-12-07 00:00:00,25,18,119,162,184,177,139,152,154,97
2022-12-08 00:00:00,26,12,124,150,161,155,108,132,152,81
2022-12-09 00:00:00,27,10,94,102,118,125,124,142,128,95
2022-12-10 00:00:00,25,15,81,73,83,97,72,141,136,98
2022-12-11 00:00:00,14,10,57,95,95,102,97,113,115,66
2022-12-12 00:00:00,26,15,155,184,156,166,130,129,142,63
2022-12-13 00:00:00,18,17,121,213,195,183,121,201,157,89
2022-12-14 00:00:00,32,13,122,196,196,200,130,173,172,129
2022-12-15 00:00:00,18,18,120,165,160,184,111,181,182,80
2022-12-16 00:00:00,22,13,101,124,129,133,116,156,167,99
2022-12-17 00:00:00,21,8,69,114,109,98,116,122,129,77
2022-12-18 00:00:00,36,11,88,94,96,97,91,131,137,99
2022-12-19 00:00:00,22,15,114,175,184,172,158,170,180,99
2022-12-20 00:00:00,33,12,131,205,211,221,143,211,180,112
2022-12-21 00:00:00,22,15,117,163,187,146,157,155,171,83
2022-12-22 00:00:00,17,14,91,110,143,126,122,163,131,75
2022-12-23 00:00:00,27,9,77,81,82,80,67,122,146,74
2022-12-24 00:00:00,18,5,51,46,49,61,54,87,89,53
2022-12-25 00:00:00,13,5,33,38,43,43,41,94,98,63
2022-12-26 00:00:00,18,10,76,91,86,80,64,127,150,67
2022-12-27 00:00:00,38,11,83,132,127,119,96,140,134,90
2022-12-28 00:00:00,28,18,114,153,151,159,118,156,163,83
2022-12-29 00:00:00,25,18,106,125,137,121,115,181,256,120
2022-12-30 00:00:00,26,11,88,97,117,79,77,122,133,69
2022-12-31 00:00:00,18,7,51,72,65,72,53,87,111,75
2023-01-01 00:00:00,21,10,32,43,32,34,42,76,101,62
2023-01-02 00:00:00,20,13,99,91,93,97,77,109,121,73
